window,train_rows,test_rows,train_start,train_end,test_start,test_end,run_id,summary_path,sharpe,ann_return,ann_vol,max_drawdown,sortino,calmar,final_equity,trades,data_hash,data_path,param_fingerprint,equity_path,status
0,3000,1000,2020-11-19T21:00:00+00:00,2021-05-18T05:00:00+00:00,2021-05-18T06:00:00+00:00,2021-07-15T05:00:00+00:00,20251119_171011,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171011/summary.json,3.7080639668184596,0.10179297240703788,0.027451784359150862,-0.010505787564630997,1.3782813020651246,9.689228130762535,1016077.9626396613,18,fec2c48105c7a51978e3c1af693cb80987e1bfb6d38f42b15b6028c2079a0682,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_000_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_000_equity.csv,pass
1,3000,1000,2021-01-20T13:00:00+00:00,2021-07-15T05:00:00+00:00,2021-07-15T06:00:00+00:00,2021-09-13T06:00:00+00:00,20251119_171012,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171012/summary.json,-0.2693122408762272,-0.006012398148775744,0.0223250088047018,-0.007581168484187966,-0.1027171816097252,-0.7930701133098144,998963.305230679,24,f23c4ed6764fa06b2fd48006924abe8635f6c0db9428c2a989d99f45d6e933fc,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_001_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_001_equity.csv,fail
2,3000,1000,2021-03-19T05:00:00+00:00,2021-09-13T06:00:00+00:00,2021-09-13T07:00:00+00:00,2021-11-10T06:00:00+00:00,20251119_171012,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171012/summary.json,2.7076382097969725,0.06028791575480774,0.02226586828944489,-0.004591065967487252,0.9992243999651671,13.131572532773706,1009675.24865,14,56253e73249c6196fa94d2ba4dfdcd4b13d3dafc4de85a2df7a85b9237a83d73,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_002_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_002_equity.csv,pass
3,3000,1000,2021-05-18T06:00:00+00:00,2021-11-10T06:00:00+00:00,2021-11-10T07:00:00+00:00,2022-01-07T00:00:00+00:00,20251119_171012,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171012/summary.json,0.8474054975484511,0.017253012327771655,0.020359806937392685,-0.008166320660006315,0.26245059360075407,2.1127032657762808,1002795.2023278929,14,d2035ea5f35c243a91e2537cc83d2678124d3d79060df2ff69260407a45a10d8,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_003_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_003_equity.csv,fail
4,3000,1000,2021-07-15T06:00:00+00:00,2022-01-07T00:00:00+00:00,2022-01-07T01:00:00+00:00,2022-03-07T16:00:00+00:00,20251119_171013,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171013/summary.json,0.1957137506512134,0.007139226678485544,0.03647790027389821,-0.015763895624982423,0.0823419353360974,0.45288467066296656,1001065.8667749282,26,6d550b74bab360906ae3d15d1f9e7afd2640978dcaa27388c9be117285dfa113,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_004_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_004_equity.csv,fail
5,3000,1000,2021-09-13T07:00:00+00:00,2022-03-07T16:00:00+00:00,2022-03-07T17:00:00+00:00,2022-05-04T15:00:00+00:00,20251119_171014,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171014/summary.json,5.39241115940944,0.20497702160499776,0.038012127700486065,-0.008065460085754683,2.5285600456793036,25.41417593362476,1031155.5824455362,16,7bc344c0bec691bd6cb200c303fbe4f3d44bb07356ada177c9a00821780c1487,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_005_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_005_equity.csv,pass
6,3000,1000,2021-11-10T07:00:00+00:00,2022-05-04T15:00:00+00:00,2022-05-04T16:00:00+00:00,2022-07-01T15:00:00+00:00,20251119_171014,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171014/summary.json,4.73271478262379,0.21908294634007874,0.04629117882709602,-0.00945977199978298,2.360415841388287,23.15943199742074,1033080.4391523399,24,4341b4a84ea8d2dc895e12f43c614d52d26a13e7eea0c1a7b8b1afcd02dcf051,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_006_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_006_equity.csv,pass
7,3000,1000,2022-01-07T01:00:00+00:00,2022-07-01T15:00:00+00:00,2022-07-01T16:00:00+00:00,2022-08-30T17:00:00+00:00,20251119_171014,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171014/summary.json,0.5487309195559715,0.03608953372120283,0.06576909088776367,-0.01903569171407167,0.3455178893943953,1.8958876968218874,1005514.7295682859,50,fed261cb52b55e3771250c3eb44695d234075a12265565d101b2ed85d6cd2c1d,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_007_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_007_equity.csv,fail
8,3000,1000,2022-03-07T17:00:00+00:00,2022-08-30T17:00:00+00:00,2022-08-30T18:00:00+00:00,2022-10-27T17:00:00+00:00,20251119_171015,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171015/summary.json,8.292226236989743,0.8860783281945765,0.10685650666909953,-0.017963149423751244,6.247437428951313,49.32755984443272,1109450.3137319277,58,8720f81e59971cfabc8ca5e2f9df1525b0b9964098470751c13b07b0a9d0a7c2,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_008_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_008_equity.csv,pass
9,3000,1000,2022-05-04T16:00:00+00:00,2022-10-27T17:00:00+00:00,2022-10-27T18:00:00+00:00,2022-12-27T11:00:00+00:00,20251119_171015,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/20251119_171015/summary.json,10.634928211418524,0.9051514762188635,0.08511119757696335,-0.012961203838447807,7.154971818313914,69.83544796462839,1111678.411971714,40,c81e522b3e77d8ef5b1585cf1c1bf6d8309f9a5489be952fd0b26e28814e85c6,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_009_test.csv,2a776848db8431c35241aced003c2748a7b6c56cbfe7fbf28a2c6f24847a19a7,results/walkforward_fx_top6/walkforward_gbpusd_h1_xgb_baseline_20251119_171011/walkforward/window_009_equity.csv,pass
