order_id,ts,symbol,pnl,strategy
PAPER-1,2024-11-19 11:00:00+00:00,USDJPY,0.0,default
PAPER-2,2024-11-19 13:00:00+00:00,USDJPY,-38.34203867382727,default
PAPER-3,2024-11-19 13:00:00+00:00,USDJPY,0.0,default
PAPER-4,2024-11-19 17:00:00+00:00,USDJPY,79.996029059133,default
PAPER-5,2024-11-20 00:00:00+00:00,USDJPY,0.0,default
PAPER-6,2024-11-20 06:00:00+00:00,USDJPY,-33.15825375051523,default
PAPER-7,2024-11-20 06:00:00+00:00,USDJPY,0.0,default
PAPER-8,2024-11-20 08:00:00+00:00,USDJPY,-21.967712694164533,default
PAPER-9,2024-11-20 08:00:00+00:00,USDJPY,0.0,default
PAPER-10,2024-11-21 00:00:00+00:00,USDJPY,40.00595281674632,default
PAPER-11,2024-11-21 09:00:00+00:00,USDJPY,0.0,default
PAPER-12,2024-11-21 14:00:00+00:00,USDJPY,-28.88173600024869,default
PAPER-13,2024-11-21 14:00:00+00:00,USDJPY,0.0,default
PAPER-14,2024-11-22 06:00:00+00:00,USDJPY,51.11009122073103,default
PAPER-15,2024-11-22 10:00:00+00:00,USDJPY,0.0,default
PAPER-16,2024-11-22 14:00:00+00:00,USDJPY,34.7181402826821,default
PAPER-17,2024-11-24 22:00:00+00:00,USDJPY,0.0,default
PAPER-18,2024-11-25 01:00:00+00:00,USDJPY,-29.795636642029695,default
PAPER-19,2024-11-25 01:00:00+00:00,USDJPY,0.0,default
PAPER-20,2024-11-25 07:00:00+00:00,USDJPY,48.83687846608785,default
PAPER-21,2024-11-25 13:00:00+00:00,USDJPY,0.0,default
PAPER-22,2024-11-25 15:00:00+00:00,USDJPY,27.70685164190883,default
PAPER-23,2024-11-25 18:00:00+00:00,USDJPY,0.0,default
PAPER-24,2024-11-25 23:00:00+00:00,USDJPY,16.951220178908535,default
PAPER-25,2024-11-26 00:00:00+00:00,USDJPY,0.0,default
PAPER-26,2024-11-26 12:00:00+00:00,USDJPY,-32.52963948612755,default
PAPER-27,2024-11-26 12:00:00+00:00,USDJPY,0.0,default
PAPER-28,2024-11-27 01:00:00+00:00,USDJPY,-34.9294619864749,default
PAPER-29,2024-11-27 01:00:00+00:00,USDJPY,0.0,default
PAPER-30,2024-11-27 06:00:00+00:00,USDJPY,-31.464753751649017,default
PAPER-31,2024-11-27 06:00:00+00:00,USDJPY,0.0,default
PAPER-32,2024-11-27 08:00:00+00:00,USDJPY,-26.05690275985673,default
PAPER-33,2024-11-27 08:00:00+00:00,USDJPY,0.0,default
PAPER-34,2024-11-27 09:00:00+00:00,USDJPY,-28.70414323577939,default
PAPER-35,2024-11-27 09:00:00+00:00,USDJPY,0.0,default
PAPER-36,2024-11-27 14:00:00+00:00,USDJPY,-30.237395931127654,default
PAPER-37,2024-11-27 14:00:00+00:00,USDJPY,0.0,default
PAPER-38,2024-11-27 16:00:00+00:00,USDJPY,-35.51538219094088,default
PAPER-39,2024-11-27 16:00:00+00:00,USDJPY,0.0,default
PAPER-40,2024-11-29 01:00:00+00:00,USDJPY,-43.11103570325356,default
PAPER-41,2024-11-29 01:00:00+00:00,USDJPY,0.0,default
PAPER-42,2024-11-29 07:00:00+00:00,USDJPY,-24.282027992296698,default
PAPER-43,2024-11-29 07:00:00+00:00,USDJPY,0.0,default
PAPER-44,2024-11-29 18:00:00+00:00,USDJPY,-33.66263792872378,default
PAPER-45,2024-11-29 18:00:00+00:00,USDJPY,0.0,default
PAPER-46,2024-12-02 02:00:00+00:00,USDJPY,62.00312253883069,default
PAPER-47,2024-12-02 16:00:00+00:00,USDJPY,0.0,default
PAPER-48,2024-12-03 03:00:00+00:00,USDJPY,54.08231467291976,default
