symbol,label,config_name,sharpe,ann_return,ann_vol,max_drawdown,trades,final_equity,sortino,calmar,run_id,summary_path,data_severity,strategy_mode,stress_cost_spread_mult,stress_price_vol_mult
USDJPY,,,-1.1716153510167895,-0.009693538583278705,0.00827365276058063,-0.011687494338970343,876,99195.29462448813,-1.0250997103018873,-0.8293940773050844,20251109_145009,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/20251109_145009/summary.json,warn,,,
