window,train_rows,test_rows,train_start,train_end,test_start,test_end,run_id,summary_path,sharpe,ann_return,ann_vol,max_drawdown,sortino,calmar,final_equity,trades,data_hash,data_path,param_fingerprint,equity_path,status
0,3000,1000,2020-11-19T21:00:00+00:00,2021-05-18T05:00:00+00:00,2021-05-18T06:00:00+00:00,2021-07-15T05:00:00+00:00,20251119_172902,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172902/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,10a8c52cbf69451454ec346b1f1058eaf0215eb28d77fd4dc482802bcdc13444,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_000_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_000_equity.csv,fail
1,3000,1000,2021-01-20T13:00:00+00:00,2021-07-15T05:00:00+00:00,2021-07-15T06:00:00+00:00,2021-09-13T06:00:00+00:00,20251119_172903,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172903/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,95bca2c8b45cd9cc78e4dc780f3cc6cfb7d2e2f904bce2eff79be7af6e0ec37b,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_001_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_001_equity.csv,fail
2,3000,1000,2021-03-19T05:00:00+00:00,2021-09-13T06:00:00+00:00,2021-09-13T07:00:00+00:00,2021-11-10T06:00:00+00:00,20251119_172903,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172903/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,d9c87b02904a635ac57626a27fe71e5e61ea4d59db0d7ea423ea56bc8f976744,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_002_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_002_equity.csv,fail
3,3000,1000,2021-05-18T06:00:00+00:00,2021-11-10T06:00:00+00:00,2021-11-10T07:00:00+00:00,2022-01-07T00:00:00+00:00,20251119_172903,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172903/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,1d1a5cb7fbcf4481affd83b6fa34e675b5afa0d9705c4759f0eaef606dc061cd,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_003_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_003_equity.csv,fail
4,3000,1000,2021-07-15T06:00:00+00:00,2022-01-07T00:00:00+00:00,2022-01-07T01:00:00+00:00,2022-03-07T16:00:00+00:00,20251119_172903,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172903/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,234db161dc32f24ed7945b687b7abc815f928cc22ba2231168f61304cf06e019,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_004_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_004_equity.csv,fail
5,3000,1000,2021-09-13T07:00:00+00:00,2022-03-07T16:00:00+00:00,2022-03-07T17:00:00+00:00,2022-05-04T15:00:00+00:00,20251119_172903,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172903/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,9fccf16e16914a8a20ffee079246a65e89bdbdefdc68ecb474c3f5b4081e8b08,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_005_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_005_equity.csv,fail
6,3000,1000,2021-11-10T07:00:00+00:00,2022-05-04T15:00:00+00:00,2022-05-04T16:00:00+00:00,2022-07-01T15:00:00+00:00,20251119_172904,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172904/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,8ccd252f0b6145132ba38fe35dbf3067e282092d1a1e87ff482559c98e6f4e07,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_006_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_006_equity.csv,fail
7,3000,1000,2022-01-07T01:00:00+00:00,2022-07-01T15:00:00+00:00,2022-07-01T16:00:00+00:00,2022-08-30T17:00:00+00:00,20251119_172904,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172904/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,8cdff072d345138bd59a0cc0c1891668f39c32cb87fe75f661fdf5272b772985,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_007_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_007_equity.csv,fail
8,3000,1000,2022-03-07T17:00:00+00:00,2022-08-30T17:00:00+00:00,2022-08-30T18:00:00+00:00,2022-10-27T17:00:00+00:00,20251119_172904,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172904/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,05910f1b74bedfbd8f04d21620e307b0caee477c8224148b7d56f927f90c6d5f,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_008_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_008_equity.csv,fail
9,3000,1000,2022-05-04T16:00:00+00:00,2022-10-27T17:00:00+00:00,2022-10-27T18:00:00+00:00,2022-12-27T11:00:00+00:00,20251119_172904,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/20251119_172904/summary.json,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,2cbcb90e703e42fe3408308a5c1f74ce8a889e09192bcc8db7b5535410f630e8,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_009_test.csv,bc4b88580109bb18ff7c2affb01f0a73d405ef32714971bc789c8c55560f74d0,results/walkforward_fx_top6/walkforward_usdchf_h1_xgb_baseline_20251119_172902/walkforward/window_009_equity.csv,fail
