ts_entry,side,qty,entry,commission,entry_atr,stop_price,tp_price,ts_exit,reason,exit,pnl
2023-08-23 11:00:00+00:00,LONG,1000000.0,1.26302,0.315755,0.0020135714285714717,1.2591942142857142,1.2706715714285717,,,,
,LONG,1000000.0,1.26302,0.3176428928571429,0.0020135714285714717,1.2591942142857142,1.2706715714285717,2023-08-23 15:00:00+00:00,TP,1.2705715714285717,7551.2537856788
2023-08-24 16:00:00+00:00,LONG,1000000.0,1.26246,0.315615,0.0021900000000000253,1.2582989999999998,1.270782,,,,
,LONG,1000000.0,1.26246,0.31454974999999996,0.0021900000000000253,1.2582989999999998,1.270782,2023-08-25 01:00:00+00:00,SL,1.2581989999999998,-4261.31454975007
2023-08-28 14:00:00+00:00,LONG,1000000.0,1.2577,0.314425,0.0013699999999999982,1.2550970000000001,1.262906,,,,
,LONG,1000000.0,1.2577,0.3157015,0.0013699999999999982,1.2550970000000001,1.262906,2023-08-29 03:00:00+00:00,TP,1.262806,5105.684298500055
2023-08-29 11:00:00+00:00,LONG,1000000.0,1.2588,0.3147,0.001410714285714281,1.2561196428571428,1.264160714285714,,,,
,LONG,1000000.0,1.2588,0.3160151785714285,0.001410714285714281,1.2561196428571428,1.264160714285714,2023-08-29 19:00:00+00:00,TP,1.264060714285714,5260.398270535603
2023-08-30 12:00:00+00:00,LONG,1000000.0,1.2714699999999999,0.31786749999999997,0.0019357142857142945,1.2677921428571428,1.2788257142857142,,,,
,LONG,1000000.0,1.2714699999999999,0.317995,0.0019357142857142945,1.2677921428571428,1.2788257142857142,2023-08-30 21:00:00+00:00,Signal,1.27198,509.6820050002325
2023-09-05 11:00:00+00:00,LONG,1000000.0,1.25505,0.3137625,0.0017349999999999946,1.2517535,1.261643,,,,
,LONG,1000000.0,1.25505,0.31397,0.0017349999999999946,1.2517535,1.261643,2023-09-06 08:00:00+00:00,Signal,1.25588,829.6860300001084
2023-09-06 15:00:00+00:00,LONG,1000000.0,1.2499,0.312475,0.002199285714285737,1.2457213571428571,1.2582572857142857,,,,
,LONG,1000000.0,1.2499,0.311805,0.002199285714285737,1.2457213571428571,1.2582572857142857,2023-09-07 07:00:00+00:00,Signal,1.24722,-2680.3118050000157
2023-09-07 14:00:00+00:00,LONG,1000000.0,1.24764,0.31191,0.001853571428571407,1.2441182142857143,1.2546835714285713,,,,
,LONG,1000000.0,1.24764,0.31211,0.001853571428571407,1.2441182142857143,1.2546835714285713,2023-09-08 14:00:00+00:00,Signal,1.24844,799.6878899999119
2023-09-14 16:00:00+00:00,LONG,1000000.0,1.24153,0.3103825,0.0020571428571428685,1.2376214285714287,1.249347142857143,,,,
,LONG,1000000.0,1.24153,0.309675,0.0020571428571428685,1.2376214285714287,1.249347142857143,2023-09-18 06:00:00+00:00,Signal,1.2387,-2830.30967500011
2023-09-22 15:00:00+00:00,LONG,1000000.0,1.22561,0.3064025,0.0018021428571428633,1.2221859285714287,1.232458142857143,,,,
,LONG,1000000.0,1.22561,0.306055,0.0018021428571428633,1.2221859285714287,1.232458142857143,2023-09-25 06:00:00+00:00,Signal,1.22422,-1390.3060550000023
2023-09-27 22:00:00+00:00,LONG,1000000.0,1.21333,0.3033325,0.0018464285714285822,1.2098217857142857,1.2203464285714287,,,,
,LONG,1000000.0,1.21333,0.3050616071428572,0.0018464285714285822,1.2098217857142857,1.2203464285714287,2023-09-28 09:00:00+00:00,TP,1.2202464285714287,6916.123509821569
2023-10-03 11:00:00+00:00,LONG,1000000.0,1.20666,0.301665,0.0014749999999999883,1.2038575,1.212265,,,,
,LONG,1000000.0,1.20666,0.300939375,0.0014749999999999883,1.2038575,1.212265,2023-10-04 07:00:00+00:00,SL,1.2037575,-2902.80093937503
2023-10-06 12:00:00+00:00,LONG,1000000.0,1.2124,0.3031,0.001978571428571401,1.2086407142857143,1.2199185714285712,,,,
,LONG,1000000.0,1.2124,0.3049546428571428,0.001978571428571401,1.2086407142857143,1.2199185714285712,2023-10-06 14:00:00+00:00,TP,1.2198185714285712,7418.266473928417
2023-10-10 18:00:00+00:00,LONG,1000000.0,1.22808,0.30702,0.0021757142857142648,1.223946142857143,1.2363477142857142,,,,
,LONG,1000000.0,1.22808,0.3078,0.0021757142857142648,1.223946142857143,1.2363477142857142,2023-10-12 11:00:00+00:00,Signal,1.2312,3119.692200000012
2023-10-16 11:00:00+00:00,LONG,1000000.0,1.21797,0.3044925,0.0013692857142857237,1.215368357142857,1.2231732857142859,,,,
,LONG,1000000.0,1.21797,0.30381708928571427,0.0013692857142857237,1.215368357142857,1.2231732857142859,2023-10-16 14:00:00+00:00,SL,1.215268357142857,-2701.946674232202
2023-10-16 19:00:00+00:00,LONG,1000000.0,1.22182,0.305455,0.00187928571428575,1.218249357142857,1.2289612857142858,,,,
,LONG,1000000.0,1.22182,0.30505,0.00187928571428575,1.218249357142857,1.2289612857142858,2023-10-17 03:00:00+00:00,mark_to_market,1.2202,-1620.3050499999547
