ts_entry,side,qty,entry,commission,entry_atr,stop_price,tp_price,ts_exit,reason,exit,pnl
2022-03-11 08:00:00+00:00,LONG,343883.52992351144,117.00455000000001,0.120359235473229,0.1469285714285665,116.72538571428574,117.56287857142856,,,,
,LONG,343883.52992351144,117.00455000000001,0.120359235473229,0.1469285714285665,116.72538571428574,117.56287857142856,2022-03-11 15:00:00+00:00,Signal,116.96919999999999,-104.04757069630087
2022-03-15 09:00:00+00:00,LONG,274122.8066567818,118.01190000000001,0.09594298232987362,0.1843000000000044,117.66173,118.71224000000002,,,,
,LONG,274122.8066567818,118.01190000000001,0.09594298232987362,0.1843000000000044,117.66173,118.71224000000002,2022-03-15 14:00:00+00:00,Signal,118.10074999999999,206.13315692981658
2022-03-22 04:00:00+00:00,LONG,279865.29101603286,120.42760000000001,0.09795285185561149,0.1805571428571438,120.08454142857144,121.11371714285715,,,,
,LONG,279865.29101603286,120.42760000000001,0.09795285185561149,0.1805571428571438,120.08454142857144,121.11371714285715,2022-03-22 14:00:00+00:00,Signal,120.74159999999999,727.7183207359416
2022-03-25 08:00:00+00:00,LONG,188688.90060340264,121.53135,0.06604111521119091,0.2680071428571438,121.02213642857143,122.54977714285715,,,,
,LONG,188688.90060340264,121.53135,0.06604111521119091,0.2680071428571438,121.02213642857143,122.54977714285715,2022-03-25 18:00:00+00:00,Signal,122.1073,889.9329376725287
2022-03-28 01:00:00+00:00,LONG,182755.72285016094,123.04215,0.06396450299755632,0.27696428571428555,122.51591785714287,124.09461428571429,,,,
,LONG,182755.72285016094,123.04215,0.06396450299755632,0.27696428571428555,122.51591785714287,124.09461428571429,2022-03-28 08:00:00+00:00,TP,124.06911428571429,1512.6703002456302
2022-03-28 14:00:00+00:00,LONG,86428.38131860128,123.57015000000001,0.030249933461510448,0.5865714285714319,122.45566428571429,125.79912142857145,,,,
,LONG,86428.38131860128,123.57015000000001,0.030249933461510448,0.5865714285714319,122.45566428571429,125.79912142857145,2022-03-28 19:00:00+00:00,Signal,123.81484999999999,170.78144921781185
2022-03-29 12:00:00+00:00,LONG,95833.31318161743,122.8705,0.0335416596135661,0.5291000000000017,121.86521,124.88108000000001,,,,
,LONG,95833.31318161743,122.8705,0.0335416596135661,0.5291000000000017,121.86521,124.88108000000001,2022-03-29 18:00:00+00:00,Signal,122.90835,29.47861844930846
2022-04-01 02:00:00+00:00,LONG,196337.4672771255,122.70380000000002,0.06871811354699392,0.25826428571428195,122.21309785714288,123.68520428571429,,,,
,LONG,196337.4672771255,122.70380000000002,0.06871811354699392,0.25826428571428195,122.21309785714288,123.68520428571429,2022-04-03 22:00:00+00:00,Signal,122.63325,-113.02020815726229
2022-04-11 06:00:00+00:00,LONG,245169.26352285297,125.4807,0.08580924223299854,0.2068000000000012,125.08778,126.26654,,,,
,LONG,245169.26352285297,125.4807,0.08580924223299854,0.2068000000000012,125.08778,126.26654,2022-04-11 11:00:00+00:00,Signal,125.68629999999999,400.9666569398097
2022-04-19 02:00:00+00:00,LONG,271272.2762880215,127.7767,0.09494529670080751,0.18697857142857036,127.42144071428572,128.48721857142857,,,,
,LONG,271272.2762880215,127.7767,0.09494529670080751,0.18697857142857036,127.42144071428572,128.48721857142857,2022-04-19 07:00:00+00:00,Signal,128.0392,556.054831690367
2022-04-19 15:00:00+00:00,LONG,148728.17120387784,128.56215,0.052054859921357235,0.34123571428571103,127.91380214285715,129.8588457142857,,,,
,LONG,148728.17120387784,128.56215,0.052054859921357235,0.34123571428571103,127.91380214285715,129.8588457142857,2022-04-19 20:00:00+00:00,Signal,128.8603,344.06715209858385
2022-04-22 04:00:00+00:00,LONG,182668.57971518565,128.21295,0.06393400290031498,0.27793214285714135,127.68487892857144,129.26909214285715,,,,
,LONG,182668.57971518565,128.21295,0.06393400290031498,0.27793214285714135,127.68487892857144,129.26909214285715,2022-04-22 11:00:00+00:00,Signal,128.2278,21.090826577642293
2022-04-25 01:00:00+00:00,LONG,157641.12546309546,128.5985,0.05517439391208341,0.3220642857142885,127.98657785714285,129.8223442857143,,,,
,LONG,157641.12546309546,128.5985,0.05517439391208341,0.3220642857142885,127.98657785714285,129.8223442857143,2022-04-25 07:00:00+00:00,SL,127.96107785714285,-785.3247710386051
2022-04-25 15:00:00+00:00,LONG,137177.55772084545,127.70070000000001,0.0480121452022959,0.3698071428571481,126.99806642857143,129.10596714285717,,,,
,LONG,137177.55772084545,127.70070000000001,0.0480121452022959,0.3698071428571481,126.99806642857143,129.10596714285717,2022-04-25 22:00:00+00:00,Signal,127.9457,262.6298397998479
2022-04-25 23:00:00+00:00,LONG,166234.43335318286,127.79375,0.058182051673613996,0.30525000000000596,127.213775,128.95370000000003,,,,
,LONG,166234.43335318286,127.79375,0.058182051673613996,0.30525000000000596,127.213775,128.95370000000003,2022-04-26 04:00:00+00:00,Signal,128.078,368.87432533165725
2022-04-26 14:00:00+00:00,LONG,162124.92533324938,127.20420000000001,0.05674372386663728,0.3131071428571427,126.60929642857144,128.39400714285716,,,,
,LONG,162124.92533324938,127.20420000000001,0.05674372386663728,0.3131071428571427,126.60929642857144,128.39400714285716,2022-04-27 00:00:00+00:00,Signal,127.53084999999999,415.2004811758453
2022-04-28 05:00:00+00:00,LONG,154038.58774239215,130.06285,0.05391350570983725,0.3296857142857204,129.43644714285713,131.31565571428573,,,,
,LONG,154038.58774239215,130.06285,0.05391350570983725,0.3296857142857204,129.43644714285713,131.31565571428573,2022-04-28 11:00:00+00:00,Signal,130.9148,1002.37801036488
