order_id,ts,symbol,pnl,strategy
PAPER-100,2025-08-27 00:00:00+00:00,EURUSD,13.376727399998968,default
PAPER-101,2025-08-27 01:00:00+00:00,EURUSD,0.0,default
PAPER-102,2025-08-28 12:00:00+00:00,EURUSD,-50.72336779999908,default
PAPER-103,2025-08-28 12:00:00+00:00,EURUSD,0.0,default
PAPER-104,2025-08-29 10:00:00+00:00,EURUSD,0.4766631999988347,default
PAPER-105,2025-08-29 11:00:00+00:00,EURUSD,0.0,default
PAPER-106,2025-09-02 12:00:00+00:00,EURUSD,-50.72322639999908,default
PAPER-107,2025-09-02 12:00:00+00:00,EURUSD,0.0,default
PAPER-108,2025-09-03 16:00:00+00:00,EURUSD,56.67665079999842,default
PAPER-109,2025-09-03 17:00:00+00:00,EURUSD,0.0,default
PAPER-110,2025-09-05 12:00:00+00:00,EURUSD,-50.72342219999908,default
PAPER-111,2025-09-05 12:00:00+00:00,EURUSD,0.0,default
PAPER-112,2025-09-05 13:00:00+00:00,EURUSD,-15.923499199999805,default
PAPER-113,2025-09-05 14:00:00+00:00,EURUSD,0.0,default
PAPER-114,2025-09-10 07:00:00+00:00,EURUSD,-50.72337319999908,default
PAPER-115,2025-09-10 07:00:00+00:00,EURUSD,0.0,default
PAPER-116,2025-09-22 11:00:00+00:00,EURUSD,73.97644500000074,default
PAPER-117,2025-09-22 12:00:00+00:00,EURUSD,0.0,default
PAPER-118,2025-09-23 21:00:00+00:00,EURUSD,-32.72363039999884,default
PAPER-119,2025-09-23 22:00:00+00:00,EURUSD,0.0,default
PAPER-120,2025-09-24 09:00:00+00:00,EURUSD,-50.72352959999908,default
PAPER-121,2025-09-24 09:00:00+00:00,EURUSD,0.0,default
PAPER-122,2025-09-24 21:00:00+00:00,EURUSD,-29.823477399999827,default
PAPER-123,2025-09-24 22:00:00+00:00,EURUSD,0.0,default
PAPER-124,2025-10-05 22:00:00+00:00,EURUSD,27.0765659999999,default
PAPER-125,2025-10-05 23:00:00+00:00,EURUSD,0.0,default
PAPER-126,2025-10-06 07:00:00+00:00,EURUSD,-50.72332399999908,default
PAPER-127,2025-10-06 07:00:00+00:00,EURUSD,0.0,default
PAPER-128,2025-10-06 08:00:00+00:00,EURUSD,3.476666000000725,default
PAPER-129,2025-10-06 09:00:00+00:00,EURUSD,0.0,default
PAPER-130,2025-10-06 14:00:00+00:00,EURUSD,-50.72343279999908,default
PAPER-131,2025-10-06 14:00:00+00:00,EURUSD,0.0,default
PAPER-132,2025-10-16 10:00:00+00:00,EURUSD,59.57668759999965,default
PAPER-133,2025-10-16 11:00:00+00:00,EURUSD,0.0,default
PAPER-134,2025-10-21 12:00:00+00:00,EURUSD,-50.72320799999907,default
PAPER-135,2025-10-21 12:00:00+00:00,EURUSD,0.0,default
PAPER-136,2025-10-22 09:00:00+00:00,EURUSD,-18.023187800000237,default
PAPER-137,2025-10-22 10:00:00+00:00,EURUSD,0.0,default
PAPER-138,2025-10-24 12:00:00+00:00,EURUSD,-50.72327159999908,default
PAPER-139,2025-10-24 12:00:00+00:00,EURUSD,0.0,default
PAPER-140,2025-10-28 10:00:00+00:00,EURUSD,-31.32332980000077,default
PAPER-141,2025-10-28 11:00:00+00:00,EURUSD,0.0,default
PAPER-142,2025-10-29 18:00:00+00:00,EURUSD,-50.72321839999908,default
PAPER-143,2025-10-29 19:00:00+00:00,EURUSD,0.0,default
PAPER-144,2025-10-30 13:00:00+00:00,EURUSD,-50.72309879999908,default
PAPER-145,2025-10-30 13:00:00+00:00,EURUSD,0.0,default
PAPER-146,2025-10-30 18:00:00+00:00,EURUSD,-13.02313460000079,default
PAPER-147,2025-10-30 19:00:00+00:00,EURUSD,0.0,default
PAPER-148,2025-11-05 10:00:00+00:00,EURUSD,79.37703180000058,default
