event,order_id,symbol,latency_ms,status,timestamp
submit,PAPER-204,EURUSD,27.146,accepted,2025-11-10T14:32:24.495568
submit,PAPER-205,EURUSD,28.986,accepted,2025-11-10T14:32:24.525183
submit,PAPER-206,EURUSD,32.744,accepted,2025-11-10T14:32:24.558384
submit,PAPER-207,EURUSD,29.471,accepted,2025-11-10T14:32:24.588354
submit,PAPER-208,EURUSD,32.152,accepted,2025-11-10T14:32:24.620915
submit,PAPER-209,EURUSD,34.288,accepted,2025-11-10T14:32:24.655580
submit,PAPER-210,EURUSD,35.306,accepted,2025-11-10T14:32:24.691260
submit,PAPER-211,EURUSD,28.005,accepted,2025-11-10T14:32:24.719618
submit,PAPER-212,EURUSD,35.323,accepted,2025-11-10T14:32:24.755278
submit,PAPER-213,EURUSD,32.906,accepted,2025-11-10T14:32:24.788475
submit,PAPER-214,EURUSD,27.708,accepted,2025-11-10T14:32:24.816831
submit,PAPER-215,EURUSD,35.342999999999996,accepted,2025-11-10T14:32:24.852556
submit,PAPER-216,EURUSD,26.238,accepted,2025-11-10T14:32:24.879217
submit,PAPER-217,EURUSD,27.42,accepted,2025-11-10T14:32:24.907006
submit,PAPER-218,EURUSD,32.412000000000006,accepted,2025-11-10T14:32:24.939822
submit,PAPER-219,EURUSD,34.52,accepted,2025-11-10T14:32:24.974944
submit,PAPER-220,EURUSD,35.249,accepted,2025-11-10T14:32:25.010568
submit,PAPER-221,EURUSD,28.333000000000002,accepted,2025-11-10T14:32:25.039294
submit,PAPER-222,EURUSD,35.157000000000004,accepted,2025-11-10T14:32:25.074817
submit,PAPER-223,EURUSD,25.316000000000003,accepted,2025-11-10T14:32:25.100598
submit,PAPER-224,EURUSD,35.44,accepted,2025-11-10T14:32:25.136360
submit,PAPER-225,EURUSD,30.177,accepted,2025-11-10T14:32:25.167039
submit,PAPER-226,EURUSD,32.963,accepted,2025-11-10T14:32:25.200504
submit,PAPER-227,EURUSD,31.026999999999997,accepted,2025-11-10T14:32:25.232178
submit,PAPER-228,EURUSD,29.402,accepted,2025-11-10T14:32:25.262295
submit,PAPER-229,EURUSD,27.515,accepted,2025-11-10T14:32:25.290179
submit,PAPER-230,EURUSD,33.391999999999996,accepted,2025-11-10T14:32:25.323864
submit,PAPER-231,EURUSD,27.990000000000002,accepted,2025-11-10T14:32:25.352263
submit,PAPER-232,EURUSD,30.915000000000003,accepted,2025-11-10T14:32:25.383528
submit,PAPER-233,EURUSD,35.395999999999994,accepted,2025-11-10T14:32:25.419215
submit,PAPER-234,EURUSD,35.38,accepted,2025-11-10T14:32:25.455296
submit,PAPER-235,EURUSD,31.942999999999998,accepted,2025-11-10T14:32:25.487724
submit,PAPER-236,EURUSD,30.107,accepted,2025-11-10T14:32:25.518268
submit,PAPER-237,EURUSD,35.31,accepted,2025-11-10T14:32:25.554002
submit,PAPER-238,EURUSD,26.961,accepted,2025-11-10T14:32:25.581359
submit,PAPER-239,EURUSD,26.955,accepted,2025-11-10T14:32:25.608652
submit,PAPER-240,EURUSD,34.314,accepted,2025-11-10T14:32:25.643495
submit,PAPER-241,EURUSD,34.169,accepted,2025-11-10T14:32:25.678208
submit,PAPER-242,EURUSD,35.083000000000006,accepted,2025-11-10T14:32:25.713956
submit,PAPER-243,EURUSD,33.029999999999994,accepted,2025-11-10T14:32:25.747833
submit,PAPER-244,EURUSD,33.709999999999994,accepted,2025-11-10T14:32:25.782077
submit,PAPER-245,EURUSD,34.35,accepted,2025-11-10T14:32:25.816703
submit,PAPER-246,EURUSD,31.65,accepted,2025-11-10T14:32:25.848776
submit,PAPER-247,EURUSD,28.732,accepted,2025-11-10T14:32:25.877899
submit,PAPER-248,EURUSD,35.342,accepted,2025-11-10T14:32:25.913689
submit,PAPER-249,EURUSD,27.651,accepted,2025-11-10T14:32:25.941703
submit,PAPER-250,EURUSD,35.312999999999995,accepted,2025-11-10T14:32:25.977409
submit,PAPER-251,EURUSD,25.256,accepted,2025-11-10T14:32:26.003144
submit,PAPER-252,EURUSD,29.264,accepted,2025-11-10T14:32:26.032687
submit,PAPER-253,EURUSD,32.278,accepted,2025-11-10T14:32:26.065364
submit,PAPER-254,EURUSD,30.318,accepted,2025-11-10T14:32:26.096405
submit,PAPER-255,EURUSD,30.215,accepted,2025-11-10T14:32:26.126986
submit,PAPER-256,EURUSD,30.356,accepted,2025-11-10T14:32:26.157678
submit,PAPER-257,EURUSD,30.306,accepted,2025-11-10T14:32:26.188333
submit,PAPER-258,EURUSD,29.103,accepted,2025-11-10T14:32:26.217794
submit,PAPER-259,EURUSD,26.986,accepted,2025-11-10T14:32:26.245127
submit,PAPER-260,EURUSD,30.353,accepted,2025-11-10T14:32:26.275828
submit,PAPER-261,EURUSD,31.081999999999997,accepted,2025-11-10T14:32:26.307295
submit,PAPER-262,EURUSD,30.372,accepted,2025-11-10T14:32:26.338173
submit,PAPER-263,EURUSD,29.048000000000002,accepted,2025-11-10T14:32:26.367573
submit,PAPER-264,EURUSD,30.3,accepted,2025-11-10T14:32:26.398380
submit,PAPER-265,EURUSD,29.878999999999998,accepted,2025-11-10T14:32:26.428604
submit,PAPER-266,EURUSD,30.349,accepted,2025-11-10T14:32:26.459362
submit,PAPER-267,EURUSD,30.296,accepted,2025-11-10T14:32:26.490063
submit,PAPER-268,EURUSD,29.572000000000003,accepted,2025-11-10T14:32:26.519969
submit,PAPER-269,EURUSD,30.393,accepted,2025-11-10T14:32:26.550675
submit,PAPER-270,EURUSD,30.331,accepted,2025-11-10T14:32:26.581341
submit,PAPER-271,EURUSD,25.948,accepted,2025-11-10T14:32:26.607626
submit,PAPER-272,EURUSD,29.817,accepted,2025-11-10T14:32:26.637771
submit,PAPER-273,EURUSD,27.685000000000002,accepted,2025-11-10T14:32:26.675296
submit,PAPER-274,EURUSD,34.455,accepted,2025-11-10T14:32:26.711675
submit,PAPER-275,EURUSD,28.663,accepted,2025-11-10T14:32:26.741997
submit,PAPER-276,EURUSD,30.807000000000002,accepted,2025-11-10T14:32:26.775005
submit,PAPER-277,EURUSD,27.987000000000002,accepted,2025-11-10T14:32:26.804014
