order_id,ts,symbol,pnl,strategy
PAPER-1,2024-11-14 04:00:00+00:00,EURUSD,0.0,default
PAPER-2,2024-11-14 10:00:00+00:00,EURUSD,39.5432702428556,default
PAPER-3,2024-11-14 10:00:00+00:00,EURUSD,0.0,default
PAPER-4,2024-11-14 11:00:00+00:00,EURUSD,-19.213915528572187,default
PAPER-5,2024-11-14 11:00:00+00:00,EURUSD,0.0,default
PAPER-6,2024-11-14 14:00:00+00:00,EURUSD,-22.728243271429196,default
PAPER-7,2024-11-14 14:00:00+00:00,EURUSD,0.0,default
PAPER-8,2024-11-14 16:00:00+00:00,EURUSD,-30.74259301428682,default
PAPER-9,2024-11-14 16:00:00+00:00,EURUSD,0.0,default
PAPER-10,2024-11-18 18:00:00+00:00,EURUSD,-33.11047329285647,default
PAPER-11,2024-11-18 18:00:00+00:00,EURUSD,0.0,default
PAPER-12,2024-11-19 09:00:00+00:00,EURUSD,46.42175822857085,default
PAPER-13,2024-11-19 09:00:00+00:00,EURUSD,0.0,default
PAPER-14,2024-11-19 10:00:00+00:00,EURUSD,-21.23899597857102,default
PAPER-15,2024-11-19 10:00:00+00:00,EURUSD,0.0,default
PAPER-16,2024-11-19 13:00:00+00:00,EURUSD,-23.221165799998776,default
PAPER-17,2024-11-19 13:00:00+00:00,EURUSD,0.0,default
PAPER-18,2024-11-19 23:00:00+00:00,EURUSD,-26.97120489999892,default
PAPER-19,2024-11-19 23:00:00+00:00,EURUSD,0.0,default
PAPER-20,2024-11-20 03:00:00+00:00,EURUSD,14.778817800001478,default
PAPER-21,2024-11-20 04:00:00+00:00,EURUSD,0.0,default
PAPER-22,2024-11-20 08:00:00+00:00,EURUSD,-19.17115029999889,default
PAPER-23,2024-11-20 08:00:00+00:00,EURUSD,0.0,default
PAPER-24,2024-11-20 10:00:00+00:00,EURUSD,-15.742528528571963,default
PAPER-25,2024-11-20 10:00:00+00:00,EURUSD,0.0,default
PAPER-26,2024-11-20 14:00:00+00:00,EURUSD,-17.210351535713812,default
PAPER-27,2024-11-20 14:00:00+00:00,EURUSD,0.0,default
PAPER-28,2024-11-20 17:00:00+00:00,EURUSD,4.57893820000127,default
PAPER-29,2024-11-20 18:00:00+00:00,EURUSD,0.0,default
PAPER-30,2024-11-21 16:00:00+00:00,EURUSD,50.2361739714276,default
PAPER-31,2024-11-21 16:00:00+00:00,EURUSD,0.0,default
PAPER-32,2024-11-22 09:00:00+00:00,EURUSD,55.07916440000126,default
PAPER-33,2024-11-22 09:00:00+00:00,EURUSD,0.0,default
PAPER-34,2024-11-22 10:00:00+00:00,EURUSD,-31.299435185715232,default
PAPER-35,2024-11-22 10:00:00+00:00,EURUSD,0.0,default
PAPER-36,2024-11-24 22:00:00+00:00,EURUSD,-35.96021459285738,default
PAPER-37,2024-11-24 22:00:00+00:00,EURUSD,0.0,default
PAPER-38,2024-11-25 13:00:00+00:00,EURUSD,-47.885343642856675,default
PAPER-39,2024-11-25 13:00:00+00:00,EURUSD,0.0,default
PAPER-40,2024-11-25 16:00:00+00:00,EURUSD,55.1004844142868,default
PAPER-41,2024-11-25 16:00:00+00:00,EURUSD,0.0,default
PAPER-42,2024-11-25 19:00:00+00:00,EURUSD,-33.41030529285844,default
PAPER-43,2024-11-25 19:00:00+00:00,EURUSD,0.0,default
PAPER-44,2024-11-26 00:00:00+00:00,EURUSD,69.60770168571334,default
PAPER-45,2024-11-26 00:00:00+00:00,EURUSD,0.0,default
PAPER-46,2024-11-26 03:00:00+00:00,EURUSD,-36.06736846428507,default
PAPER-47,2024-11-26 04:00:00+00:00,EURUSD,0.0,default
PAPER-48,2024-11-26 09:00:00+00:00,EURUSD,-34.031739107143466,default
PAPER-49,2024-11-26 09:00:00+00:00,EURUSD,0.0,default
PAPER-50,2024-11-26 12:00:00+00:00,EURUSD,-31.25678875714194,default
PAPER-51,2024-11-26 12:00:00+00:00,EURUSD,0.0,default
PAPER-52,2024-11-27 13:00:00+00:00,EURUSD,-35.52111619999942,default
PAPER-53,2024-11-27 13:00:00+00:00,EURUSD,0.0,default
PAPER-54,2024-11-27 22:00:00+00:00,EURUSD,2.3788618000001795,default
PAPER-55,2024-11-27 23:00:00+00:00,EURUSD,0.0,default
PAPER-56,2024-11-28 07:00:00+00:00,EURUSD,-30.474637121429662,default
PAPER-57,2024-11-28 07:00:00+00:00,EURUSD,0.0,default
PAPER-58,2024-11-29 01:00:00+00:00,EURUSD,30.58599624285623,default
PAPER-59,2024-11-29 02:00:00+00:00,EURUSD,0.0,default
PAPER-60,2024-11-29 09:00:00+00:00,EURUSD,-15.528256642857228,default
PAPER-61,2024-11-29 09:00:00+00:00,EURUSD,0.0,default
PAPER-62,2024-12-01 23:00:00+00:00,EURUSD,-19.899650071430333,default
PAPER-63,2024-12-01 23:00:00+00:00,EURUSD,0.0,default
PAPER-64,2024-12-02 02:00:00+00:00,EURUSD,-25.288897207142337,default
PAPER-65,2024-12-02 02:00:00+00:00,EURUSD,0.0,default
PAPER-66,2024-12-02 07:00:00+00:00,EURUSD,-24.36743327857185,default
PAPER-67,2024-12-02 07:00:00+00:00,EURUSD,0.0,default
PAPER-68,2024-12-02 14:00:00+00:00,EURUSD,-22.310249335713916,default
PAPER-69,2024-12-02 14:00:00+00:00,EURUSD,0.0,default
PAPER-70,2024-12-03 08:00:00+00:00,EURUSD,49.07895180000192,default
PAPER-71,2024-12-03 09:00:00+00:00,EURUSD,0.0,default
PAPER-72,2024-12-04 14:00:00+00:00,EURUSD,39.88618447142863,default
PAPER-73,2024-12-04 14:00:00+00:00,EURUSD,0.0,default
PAPER-74,2024-12-04 15:00:00+00:00,EURUSD,-27.410327892856877,default
PAPER-75,2024-12-04 15:00:00+00:00,EURUSD,0.0,default
PAPER-76,2024-12-05 13:00:00+00:00,EURUSD,-31.021118399998805,default
PAPER-77,2024-12-05 13:00:00+00:00,EURUSD,0.0,default
PAPER-78,2024-12-05 14:00:00+00:00,EURUSD,-20.039028978569817,default
PAPER-79,2024-12-05 14:00:00+00:00,EURUSD,0.0,default
PAPER-80,2024-12-06 00:00:00+00:00,EURUSD,-4.221156999998649,default
