order_id,ts,symbol,pnl,strategy,adapter_latency_ms
PAPER-725,2025-07-18 18:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-726,2025-07-20 21:00:00+00:00,USDJPY,40.4226954147729,default,25.0
PAPER-727,2025-07-20 21:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-728,2025-07-20 22:00:00+00:00,USDJPY,24.074277272635772,default,25.0
PAPER-729,2025-07-21 00:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-730,2025-07-21 06:00:00+00:00,USDJPY,-27.192942506302288,default,25.0
PAPER-731,2025-07-21 06:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-732,2025-07-21 11:00:00+00:00,USDJPY,-26.88281182815729,default,25.0
PAPER-733,2025-07-21 11:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-734,2025-07-21 16:00:00+00:00,USDJPY,-27.318665064213413,default,25.0
PAPER-735,2025-07-21 16:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-736,2025-07-22 06:00:00+00:00,USDJPY,50.19815609207143,default,25.0
PAPER-737,2025-07-22 09:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-738,2025-07-22 11:00:00+00:00,USDJPY,-18.71815690289584,default,25.0
PAPER-739,2025-07-22 11:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-740,2025-07-22 12:00:00+00:00,USDJPY,-21.306098536522413,default,25.0
PAPER-741,2025-07-22 12:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-742,2025-07-22 14:00:00+00:00,USDJPY,-24.354697562311028,default,25.0
PAPER-743,2025-07-22 14:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-744,2025-07-23 05:00:00+00:00,USDJPY,47.20911216064647,default,25.0
PAPER-745,2025-07-23 09:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-746,2025-07-24 01:00:00+00:00,USDJPY,-37.45078680991756,default,25.0
PAPER-747,2025-07-24 01:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-748,2025-07-24 08:00:00+00:00,USDJPY,40.37935306441464,default,25.0
PAPER-749,2025-07-24 12:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-750,2025-07-24 13:00:00+00:00,USDJPY,15.605213226163936,default,25.0
PAPER-751,2025-07-24 14:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-752,2025-07-24 22:00:00+00:00,USDJPY,-28.64270605279243,default,25.0
PAPER-753,2025-07-24 22:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-754,2025-07-25 01:00:00+00:00,USDJPY,-21.77530959693418,default,25.0
PAPER-755,2025-07-25 01:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-756,2025-07-25 08:00:00+00:00,USDJPY,-24.55284952661928,default,25.0
PAPER-757,2025-07-25 08:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-758,2025-07-28 06:00:00+00:00,USDJPY,-25.245576255649546,default,25.0
PAPER-759,2025-07-28 06:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-760,2025-07-28 07:00:00+00:00,USDJPY,-18.649131916170894,default,25.0
PAPER-761,2025-07-28 07:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-762,2025-07-28 23:00:00+00:00,USDJPY,-21.644869320708672,default,25.0
PAPER-763,2025-07-28 23:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-764,2025-07-29 00:00:00+00:00,USDJPY,-17.34294773023347,default,25.0
PAPER-765,2025-07-29 00:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-766,2025-07-30 00:00:00+00:00,USDJPY,35.4209385990927,default,25.0
PAPER-767,2025-07-30 00:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-768,2025-07-30 12:00:00+00:00,USDJPY,38.19014474297002,default,25.0
PAPER-769,2025-07-30 12:00:00+00:00,USDJPY,0.0,default,25.0
PAPER-770,2025-07-30 18:00:00+00:00,USDJPY,-27.351361289394095,default,25.0
