window,train_rows,test_rows,train_start,train_end,test_start,test_end,run_id,summary_path,sharpe,ann_return,ann_vol,max_drawdown,sortino,calmar,final_equity,trades,data_hash,data_path,param_fingerprint,status
0,6000,1500,2020-11-15T22:00:00+00:00,2021-11-04T05:00:00+00:00,2021-11-04T06:00:00+00:00,2022-01-31T20:00:00+00:00,20251116_192719,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192719/summary.json,4.356562773883978,0.00373337908435345,0.0008569551910817654,-0.00010325181264061319,0.9333518681202226,36.1580004154325,960886.9753008321,8,9315be84f1524198ee52ec58de3c135658cdcad7f9ee7c9d7d4149b22c8e3db2,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_000_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
1,6000,1500,2021-02-12T09:00:00+00:00,2022-01-31T20:00:00+00:00,2022-01-31T21:00:00+00:00,2022-04-28T14:00:00+00:00,20251116_192720,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192720/summary.json,4.11065060566084,0.003169654249640219,0.0007710833524199891,-0.00014229006795398,0.9856320325459541,22.27600489069526,960753.2083859759,10,d899d0831c1e15dd8a3784c9673f542a37004b19c95eb39103dd23d000472595,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_001_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
2,6000,1500,2021-05-12T05:00:00+00:00,2022-04-28T14:00:00+00:00,2022-04-28T15:00:00+00:00,2022-07-26T15:00:00+00:00,20251116_192720,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192720/summary.json,3.948992501719816,0.002277130921553905,0.0005766359193040243,-0.00024112313474916765,1.0379045481327744,9.443850852066635,960541.309649344,14,c0abe3f552c7162000f112a4a36eac11fbc67ee68541fcfa5f815199c49a8954,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_002_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
3,6000,1500,2021-08-09T06:00:00+00:00,2022-07-26T15:00:00+00:00,2022-07-26T16:00:00+00:00,2022-10-21T16:00:00+00:00,20251116_192721,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192721/summary.json,2.6120236668356704,0.0028988558115650154,0.0011098122304063298,-0.00037053514248428735,0.8264039900004717,7.8234301667835515,960688.8464085936,20,f435ad47dbea23b53b9c06d3644c78a85cc96265933cee4cfb885ecc2e5d377e,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_003_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
4,6000,1500,2021-11-04T06:00:00+00:00,2022-10-21T16:00:00+00:00,2022-10-21T17:00:00+00:00,2023-01-19T08:00:00+00:00,20251116_192721,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192721/summary.json,3.614461862935921,0.005234519456164044,0.001448215434181452,-0.0004091171292945344,2.060709043884676,12.794671944414171,961242.7892589486,26,1264ca1bdd7753b4d6123bf2444cdd9bc14f76ffd216fb31ad6357409f0149d3,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_004_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
5,6000,1500,2022-01-31T21:00:00+00:00,2023-01-19T08:00:00+00:00,2023-01-19T09:00:00+00:00,2023-04-18T01:00:00+00:00,20251116_192722,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192722/summary.json,4.345246905531035,0.0038051026240886188,0.0008756930749424456,-0.00030955151431522873,1.646626504009008,12.29230822051069,960903.9888608435,12,2dbf8113b86c3bd46ee0397d1287e2633b63abbe35164ea469a029b3e81b4643,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_005_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
6,6000,1500,2022-04-28T15:00:00+00:00,2023-04-18T01:00:00+00:00,2023-04-18T02:00:00+00:00,2023-07-14T01:00:00+00:00,20251116_192722,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192722/summary.json,1.9122713541421974,0.0011019076061953292,0.0005762297300581698,-0.0001218462699320347,0.37583370206801087,9.043425020806696,960262.0359868809,4,05b84cc849da720ffe14305f96aa279aac18c8b6bbb4939f5b83bd3abcfb5d6c,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_006_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
7,6000,1500,2022-07-26T16:00:00+00:00,2023-07-14T01:00:00+00:00,2023-07-14T02:00:00+00:00,2023-10-11T02:00:00+00:00,20251116_192723,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192723/summary.json,1.3071736340252107,0.0008692123505933402,0.0006649555406933615,-0.00026369717595001185,0.20923927382439036,3.2962520264460995,960206.6971994827,8,1cd7d44b830603b63939a38118e1c4b85f5190482732cd3671534a610a2cee3d,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_007_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,pass
8,6000,1500,2022-10-21T17:00:00+00:00,2023-10-11T02:00:00+00:00,2023-10-11T03:00:00+00:00,2024-01-09T18:00:00+00:00,20251116_192723,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192723/summary.json,0.6569710972471283,0.0005476447820931263,0.0008335903731349729,-0.0004422972683518197,0.18234550952206768,1.238182600887124,960130.1952330584,22,2f027b342dffa045835360928a7808c4ee4f159e6c4036fb656db193bda9c4cb,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_008_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,fail
9,6000,1500,2023-01-19T09:00:00+00:00,2024-01-09T18:00:00+00:00,2024-01-09T19:00:00+00:00,2024-04-05T09:00:00+00:00,20251116_192724,/Users/chuan/Documents/Projects/FX_Backtest/QuantResearch/results/walkforward_usdjpy_xgb_short_v1_20251116_192719/20251116_192724/summary.json,0.6907095642263483,0.0004119995643983021,0.0005964874177756255,-0.00023254654571591094,0.11794899677386893,1.7716864515442807,960097.9722476063,10,75e04108b64bde7af1d7115b960f7e7bafc2919b120090a8ba81c66a8d4a74e0,results/walkforward_usdjpy_xgb_short_v1_20251116_192719/walkforward/window_009_test.csv,cab40763056952ac06c4299abbe5eb5863782768e5a346030372109da73bf986,fail
