timestamp,balance,nav,unrealizedPL,marginAvailable,marginUsed,currency
1763747054.8259761,936234.3012,936234.3012,0.0,936234.3012,0.0,GBP
1763765716.905848,936234.3012,936234.3012,0.0,936234.3012,0.0,GBP
1763916469.4819899,936234.3012,936234.3012,0.0,936234.3012,0.0,GBP,0.03333333333333,0.0,0.0
1763917777.943063,936234.3012,936234.3012,0.0,936234.3012,0.0,GBP,0.03333333333333,0.0,0.0
