order_id,ts,symbol,pnl,strategy
PAPER-1,2024-11-12 10:00:00+00:00,EURUSD,0.0,default
PAPER-2,2024-11-13 11:00:00+00:00,EURUSD,-19.68555910285623,default
PAPER-3,2024-11-13 11:00:00+00:00,EURUSD,0.0,default
PAPER-4,2024-11-13 14:00:00+00:00,EURUSD,44.51023845428536,default
PAPER-5,2024-11-13 14:00:00+00:00,EURUSD,0.0,default
PAPER-6,2024-11-14 10:00:00+00:00,EURUSD,68.50183320857296,default
PAPER-7,2024-11-14 11:00:00+00:00,EURUSD,0.0,default
PAPER-8,2024-11-14 14:00:00+00:00,EURUSD,-27.129687065714116,default
PAPER-9,2024-11-14 14:00:00+00:00,EURUSD,0.0,default
PAPER-10,2024-11-15 13:00:00+00:00,EURUSD,-36.746893097143264,default
PAPER-11,2024-11-15 14:00:00+00:00,EURUSD,0.0,default
PAPER-12,2024-11-15 17:00:00+00:00,EURUSD,-32.14397828856985,default
PAPER-13,2024-11-15 17:00:00+00:00,EURUSD,0.0,default
PAPER-14,2024-11-18 16:00:00+00:00,EURUSD,-34.43259119428523,default
PAPER-15,2024-11-18 16:00:00+00:00,EURUSD,0.0,default
PAPER-16,2024-11-19 08:00:00+00:00,EURUSD,15.248856220000562,default
PAPER-17,2024-11-19 09:00:00+00:00,EURUSD,0.0,default
PAPER-18,2024-11-19 13:00:00+00:00,EURUSD,48.47023144857171,default
PAPER-19,2024-11-19 13:00:00+00:00,EURUSD,0.0,default
PAPER-20,2024-11-20 10:00:00+00:00,EURUSD,-32.221087620000006,default
PAPER-21,2024-11-20 10:00:00+00:00,EURUSD,0.0,default
PAPER-22,2024-11-20 14:00:00+00:00,EURUSD,-20.508199222856103,default
PAPER-23,2024-11-20 14:00:00+00:00,EURUSD,0.0,default
PAPER-24,2024-11-21 04:00:00+00:00,EURUSD,27.4788993000003,default
PAPER-25,2024-11-21 05:00:00+00:00,EURUSD,0.0,default
PAPER-26,2024-11-21 09:00:00+00:00,EURUSD,25.71324654285869,default
PAPER-27,2024-11-21 09:00:00+00:00,EURUSD,0.0,default
PAPER-28,2024-11-21 10:00:00+00:00,EURUSD,-16.625347182857055,default
PAPER-29,2024-11-21 10:00:00+00:00,EURUSD,0.0,default
