sharpe,ann_return,ann_vol,max_drawdown,trades,return_pct,win_rate,rr,expectancy,median_hold,symbol,fast,slow,atr_sl,atr_tp,rsi_long_thresh,rsi_short_thresh,cooldown,trailing_enable_atr_mult,trailing_atr_mult
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,55,40,12,1.0,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,60,35,12,1.0,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,55,35,12,1.0,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,55,40,12,0.5,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,60,35,12,0.5,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,55,35,12,0.5,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,60,40,12,0.5,0.5
-0.00047374096877667417,-2.680967755686048e-06,0.005659142722253942,-0.004452638168830282,352,-1.9206760857093386e-05,0.39204545454545453,1.5516479285288454,0.011379260876467224,0 days 10:00:00,EURUSD,20,120,2.0,3.0,60,40,12,1.0,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,60,40,0,0.5,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,60,40,0,1.0,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,60,35,0,1.0,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,55,40,0,1.0,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,55,40,0,0.5,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,55,35,0,1.0,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,55,35,0,0.5,0.5
-0.2021670684155669,-0.0016874167316092148,0.008346644905294989,-0.007412221191758469,174,-0.0017696959733334294,0.20689655172413793,3.498969849747487,-2.011933183141778,0 days 16:00:00,EURUSD,20,180,2.0,,60,35,0,0.5,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,60,35,0,0.5,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,55,35,0,1.0,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,60,35,0,1.0,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,55,40,0,1.0,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,60,40,0,1.0,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,55,40,0,0.5,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,60,40,0,0.5,0.5
-0.2127371767146511,-0.001758298328097374,0.008265120160242688,-0.007212119976113419,212,-0.0018418342335715376,0.16981132075471697,4.452383481502449,-1.7153971882750731,0 days 13:00:00,EURUSD,20,180,1.5,,55,35,0,0.5,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,60,40,0,0.5,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,55,35,0,1.0,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,60,40,0,1.0,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,60,35,0,1.0,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,60,35,0,0.5,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,55,40,0,1.0,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,55,40,0,0.5,0.5
-0.22863040892186123,-0.0019365656134553433,0.008470288893710553,-0.006947113574820717,204,-0.0020267687660957545,0.22549019607843138,3.1284950700288876,-1.9648542785248082,1 days 12:30:00,EURUSD,20,120,2.0,,55,35,0,0.5,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,55,40,12,1.0,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,60,35,12,1.0,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,55,35,12,0.5,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,55,35,12,1.0,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,60,40,12,1.0,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,55,40,12,0.5,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,60,40,12,0.5,0.5
-0.27593983338979006,-0.0015064901781475237,0.00545948788777976,-0.004695533080204105,336,-0.0015633435946664775,0.3869047619047619,1.5112827821190653,-0.9082558825397616,0 days 10:00:00,EURUSD,20,180,2.0,3.0,60,35,12,0.5,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,60,40,12,0.5,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,55,35,12,0.5,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,55,35,12,1.0,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,55,40,12,0.5,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,55,40,12,1.0,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,60,35,12,0.5,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,60,35,12,1.0,0.5
-0.2967761210466509,-0.002294938556203552,0.007732894911187296,-0.007718695805415518,218,-0.0023888788378580994,0.1651376146788991,4.493900687192028,-2.1695132695937924,0 days 15:00:00,EURUSD,20,120,1.5,,60,40,12,1.0,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,55,40,12,0.5,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,55,35,12,1.0,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,55,35,12,0.5,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,55,40,12,1.0,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,60,35,12,0.5,0.5
-0.3263739081208254,-0.0017894766031119058,0.005482903377341769,-0.005665281514399872,326,-0.0018542577561903029,0.39263803680981596,1.4620925500719073,-1.1153324823256843,0 days 10:00:00,EURUSD,30,120,2.0,3.0,60,40,12,1.0,0.5
