sharpe_zero,ann_return_zero,ann_vol_zero,max_drawdown_zero,trades_zero,return_pct_zero,win_rate_zero,rr_zero,expectancy_zero,median_hold_zero,symbol_zero,fast,slow,atr_sl,atr_tp,rsi_long_thresh,rsi_short_thresh,cooldown,trailing_enable_atr_mult,trailing_atr_mult,htf_factor,size_tier_mode,boll_window,boll_enter_z,boll_exit_z,boll_allow_short,source_file_zero,sharpe_real,ann_return_real,ann_vol_real,max_drawdown_real,trades_real,return_pct_real,win_rate_real,rr_real,expectancy_real,median_hold_real,symbol_real,source_file_real,delta_sharpe,delta_ann_return,delta_expectancy
0.2442385232060557,0.0001290359649945,0.0005283194612412,-0.0003199590454277,330,0.0001065386857903,0.503030303030303,1.0328903285083464,0.0645689004789017,0 days 01:00:00,USDJPY,20,120,1.5,4.0,60,40,12,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.4579660057627507,-0.0002426514423862,0.0005298459696415,-0.0004031391524907,330,-0.0002006847730049,0.4727272727272727,1.0288541929353396,-0.1177321840706451,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7022045289688064,-0.0003716874073807,-0.1823010845495468
0.2442385232060557,0.0001290359649945,0.0005283194612412,-0.0003199590454277,330,0.0001065386857903,0.503030303030303,1.0328903285083464,0.0645689004789017,0 days 01:00:00,USDJPY,20,120,1.5,4.0,60,40,8,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.4579660057627507,-0.0002426514423862,0.0005298459696415,-0.0004031391524907,330,-0.0002006847730049,0.4727272727272727,1.0288541929353396,-0.1177321840706451,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7022045289688064,-0.0003716874073807,-0.1823010845495468
0.2002609970743928,0.0001026799883014,0.0005127308352676,-0.0003332885818043,330,8.476118794531473e-05,0.503030303030303,1.023704617763985,0.0513704169366526,0 days 01:00:00,USDJPY,20,120,1.5,3.0,60,40,12,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.519097607373832,-0.000267068155878,0.0005144854302627,-0.0004058205890047,330,-0.0002208607743032,0.4727272727272727,1.0198667196465645,-0.1299600576516996,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7193586044482249,-0.0003697481441794,-0.1813304745883522
0.2002609970743928,0.0001026799883014,0.0005127308352676,-0.0003332885818043,330,8.476118794531473e-05,0.503030303030303,1.023704617763985,0.0513704169366526,0 days 01:00:00,USDJPY,20,120,1.5,3.0,60,40,8,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.519097607373832,-0.000267068155878,0.0005144854302627,-0.0004058205890047,330,-0.0002208607743032,0.4727272727272727,1.0198667196465645,-0.1299600576516996,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7193586044482249,-0.0003697481441794,-0.1813304745883522
0.0627817187267537,3.721565794401194e-05,0.0005927785778848,-0.0003848816228567,330,3.061546538485338e-05,0.4909090909090909,1.0488348586685634,0.0185548275059244,0 days 01:00:00,USDJPY,20,120,1.3,4.0,60,40,12,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.7786089220882426,-0.0004595712864401,0.000590246622409,-0.0005386220307221,330,-0.0003800196326194,0.4606060606060606,1.021205409948292,-0.2258210987213595,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.8413906408149963,-0.0004967869443841119,-0.2443759262272839
0.0627817187267537,3.721565794401194e-05,0.0005927785778848,-0.0003848816228567,330,3.061546538485338e-05,0.4909090909090909,1.0488348586685634,0.0185548275059244,0 days 01:00:00,USDJPY,20,120,1.3,4.0,60,40,8,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.7786089220882426,-0.0004595712864401,0.000590246622409,-0.0005386220307221,330,-0.0003800196326194,0.4606060606060606,1.021205409948292,-0.2258210987213595,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.8413906408149963,-0.0004967869443841119,-0.2443759262272839
0.0452392825180877,2.2425144380777695e-05,0.000495700708158,-0.0003219711849392,330,1.843403070789229e-05,0.503030303030303,0.9957275559489605,0.0111721398228391,0 days 01:00:00,USDJPY,20,120,1.5,3.0,60,40,12,0.5,0.5,4,base,48,1.6,0.4,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.7064657390268774,-0.0003511309319272,0.0004970247140518,-0.0004278092430455,330,-0.000290339640242,0.4727272727272727,0.988902638723444,-0.1720665565730776,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7517050215449651,-0.0003735560763079777,-0.1832386963959167
0.0452392825180877,2.2425144380777695e-05,0.000495700708158,-0.0003219711849392,330,1.843403070789229e-05,0.503030303030303,0.9957275559489605,0.0111721398228391,0 days 01:00:00,USDJPY,20,120,1.5,3.0,60,40,8,0.5,0.5,4,base,48,1.6,0.4,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.7064657390268774,-0.0003511309319272,0.0004970247140518,-0.0004278092430455,330,-0.000290339640242,0.4727272727272727,0.988902638723444,-0.1720665565730776,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.7517050215449651,-0.0003735560763079777,-0.1832386963959167
-0.0253160737217257,-1.4435243305466194e-05,0.0005702007137496,-0.0003848816228569,330,-1.20658662718931e-05,0.4909090909090909,1.0323873063742592,-0.0073126462256451,0 days 01:00:00,USDJPY,20,120,1.3,3.0,60,40,12,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.898742870922695,-0.0005101117121149,0.0005675835977326,-0.0005803824773845,330,-0.0004217867061581,0.4606060606060606,1.0044051366230038,-0.25113453339071,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.8734267972009693,-0.0004956764688094338,-0.24382188716506492
-0.0253160737217257,-1.4435243305466194e-05,0.0005702007137496,-0.0003848816228569,330,-1.20658662718931e-05,0.4909090909090909,1.0323873063742592,-0.0073126462256451,0 days 01:00:00,USDJPY,20,120,1.3,3.0,60,40,8,0.5,0.5,4,base,48,1.6,0.2,False,grid_rsi_trailing_diagnostics_usdjpy_zero.csv,-0.898742870922695,-0.0005101117121149,0.0005675835977326,-0.0005803824773845,330,-0.0004217867061581,0.4606060606060606,1.0044051366230038,-0.25113453339071,0 days 01:00:00,USDJPY,grid_rsi_trailing_diagnostics_usdjpy_real.csv,-0.8734267972009693,-0.0004956764688094338,-0.24382188716506492
