time,open,high,low,close,volume,was_filled,is_price_outlier,is_volume_outlier,segment_id,is_gap_reopen,vol_regime,vol_high,vol_low,trend_regime
2020-11-19 21:00:00+00:00,0.72958,0.72971,0.72823,0.7283,190.0,False,False,False,0,True,,False,False,
2020-11-19 22:00:00+00:00,0.72816,0.72835,0.72732,0.72741,246.0,False,False,False,0,False,,False,False,
2020-11-19 23:00:00+00:00,0.72737,0.72774,0.72665,0.7268,403.0,False,False,False,0,False,,False,False,
2020-11-20 00:00:00+00:00,0.72684,0.7284,0.72684,0.72785,514.0,False,False,False,0,False,,False,False,
2020-11-20 01:00:00+00:00,0.72789,0.72883,0.72776,0.7288,460.0,False,False,False,0,False,,False,False,
2020-11-20 02:00:00+00:00,0.72877,0.72877,0.72779,0.72825,274.0,False,False,False,0,False,,False,False,
2020-11-20 03:00:00+00:00,0.72829,0.7292,0.72822,0.72872,338.0,False,False,False,0,False,,False,False,
2020-11-20 04:00:00+00:00,0.72876,0.72952,0.7286,0.72944,199.0,False,False,False,0,False,,False,False,
2020-11-20 05:00:00+00:00,0.72941,0.72992,0.729,0.72954,294.0,False,False,False,0,False,,False,False,
2020-11-20 06:00:00+00:00,0.7295,0.72994,0.72918,0.72976,371.0,False,False,False,0,False,,False,False,
2020-11-20 07:00:00+00:00,0.72979,0.7303,0.72816,0.72834,661.0,False,False,False,0,False,,False,False,
2020-11-20 08:00:00+00:00,0.72838,0.72943,0.7282,0.7292,710.0,False,False,False,0,False,,False,False,
2020-11-20 09:00:00+00:00,0.72924,0.73008,0.72856,0.72866,713.0,False,False,False,0,False,,False,False,
2020-11-20 10:00:00+00:00,0.72862,0.72988,0.72856,0.72946,465.0,False,False,False,0,False,,False,False,
2020-11-20 11:00:00+00:00,0.72942,0.7314,0.72932,0.73112,581.0,False,False,False,0,False,,False,False,
2020-11-20 12:00:00+00:00,0.73116,0.73152,0.73076,0.73137,418.0,False,False,False,0,False,,False,False,
2020-11-20 13:00:00+00:00,0.73141,0.73141,0.73012,0.73077,454.0,False,False,False,0,False,,False,False,
2020-11-20 14:00:00+00:00,0.7308,0.73239,0.73077,0.73114,667.0,False,False,False,0,False,,False,False,
2020-11-20 15:00:00+00:00,0.7311,0.73189,0.73051,0.73114,768.0,False,False,False,0,False,,False,False,
2020-11-20 16:00:00+00:00,0.7311,0.73166,0.7309,0.7314,358.0,False,False,False,0,False,,False,False,
2020-11-20 17:00:00+00:00,0.73136,0.73165,0.73061,0.73098,303.0,False,False,False,0,False,,False,False,
2020-11-20 18:00:00+00:00,0.73094,0.73119,0.73062,0.73093,175.0,False,False,False,0,False,,False,False,
2020-11-20 19:00:00+00:00,0.7309,0.73128,0.73083,0.73118,142.0,False,False,False,0,False,,False,False,
2020-11-20 20:00:00+00:00,0.73114,0.73118,0.7306,0.73103,191.0,False,False,False,0,False,,False,False,
2020-11-20 21:00:00+00:00,0.731,0.73102,0.73023,0.73037,185.0,False,False,False,0,False,,False,False,
2020-11-22 22:00:00+00:00,0.73032,0.7307,0.73,0.7302,93.0,False,False,False,1,True,,False,False,
2020-11-22 23:00:00+00:00,0.73023,0.73149,0.73018,0.73131,283.0,False,False,False,1,False,,False,False,
2020-11-23 00:00:00+00:00,0.73128,0.73222,0.73104,0.73205,215.0,False,False,False,1,False,,False,False,
2020-11-23 01:00:00+00:00,0.73202,0.7328,0.73186,0.73232,309.0,False,False,False,1,False,,False,False,
2020-11-23 02:00:00+00:00,0.73228,0.7324,0.7316,0.73181,228.0,False,False,False,1,False,,False,False,
