time,open,high,low,close,volume,was_filled,is_price_outlier,is_volume_outlier,segment_id,is_gap_reopen,vol_regime,vol_high,vol_low,trend_regime
2020-11-19 21:00:00+00:00,0.91041,0.91066,0.90998,0.91062,97.0,False,False,False,0,True,,False,False,
2020-11-19 22:00:00+00:00,0.9108,0.91106,0.9108,0.91099,6.0,False,False,False,0,False,,False,False,
2020-11-19 23:00:00+00:00,0.91091,0.91115,0.91078,0.91108,81.0,False,False,False,0,False,,False,False,
2020-11-20 00:00:00+00:00,0.9111,0.9111,0.91046,0.91056,126.0,False,False,False,0,False,,False,False,
2020-11-20 01:00:00+00:00,0.9106,0.9106,0.91021,0.91032,121.0,False,False,False,0,False,,False,False,
2020-11-20 02:00:00+00:00,0.91036,0.91072,0.91036,0.91044,77.0,False,False,False,0,False,,False,False,
2020-11-20 03:00:00+00:00,0.91047,0.91058,0.90987,0.91006,67.0,False,False,False,0,False,,False,False,
2020-11-20 04:00:00+00:00,0.9101,0.9101,0.90962,0.90972,62.0,False,False,False,0,False,,False,False,
2020-11-20 05:00:00+00:00,0.90975,0.90998,0.90946,0.90962,122.0,False,False,False,0,False,,False,False,
2020-11-20 06:00:00+00:00,0.90966,0.90992,0.90962,0.90981,122.0,False,False,False,0,False,,False,False,
2020-11-20 07:00:00+00:00,0.90985,0.91091,0.90964,0.9102,382.0,False,False,False,0,False,,False,False,
2020-11-20 08:00:00+00:00,0.91024,0.91042,0.9092,0.91038,548.0,False,False,False,0,False,,False,False,
2020-11-20 09:00:00+00:00,0.91035,0.91105,0.91013,0.91094,578.0,False,False,False,0,False,,False,False,
2020-11-20 10:00:00+00:00,0.91098,0.91234,0.91076,0.9121,501.0,False,False,False,0,False,,False,False,
2020-11-20 11:00:00+00:00,0.91212,0.91232,0.91119,0.91144,395.0,False,False,False,0,False,,False,False,
2020-11-20 12:00:00+00:00,0.91142,0.9117,0.91074,0.9109,383.0,False,False,False,0,False,,False,False,
2020-11-20 13:00:00+00:00,0.91094,0.91152,0.91051,0.91059,437.0,False,False,False,0,False,,False,False,
2020-11-20 14:00:00+00:00,0.91056,0.91063,0.90969,0.9103,469.0,False,False,False,0,False,,False,False,
2020-11-20 15:00:00+00:00,0.91026,0.91189,0.90993,0.91134,489.0,False,False,False,0,False,,False,False,
2020-11-20 16:00:00+00:00,0.91138,0.91172,0.91098,0.91172,322.0,False,False,False,0,False,,False,False,
2020-11-20 17:00:00+00:00,0.91176,0.91193,0.91144,0.91176,178.0,False,False,False,0,False,,False,False,
2020-11-20 18:00:00+00:00,0.9118,0.91212,0.91132,0.91144,190.0,False,False,False,0,False,,False,False,
2020-11-20 19:00:00+00:00,0.91148,0.91162,0.91138,0.91152,104.0,False,False,False,0,False,,False,False,
2020-11-20 20:00:00+00:00,0.91149,0.91157,0.91113,0.91124,108.0,False,False,False,0,False,,False,False,
2020-11-20 21:00:00+00:00,0.9112,0.91132,0.9108,0.91124,102.0,False,False,False,0,False,,False,False,
2020-11-22 22:00:00+00:00,0.9113,0.91131,0.9109,0.91108,37.0,False,False,False,1,True,,False,False,
2020-11-22 23:00:00+00:00,0.91114,0.9113,0.91061,0.91064,98.0,False,False,False,1,False,,False,False,
2020-11-23 00:00:00+00:00,0.91068,0.91081,0.91016,0.91032,109.0,False,False,False,1,False,,False,False,
2020-11-23 01:00:00+00:00,0.91028,0.91036,0.90984,0.91006,136.0,False,False,False,1,False,,False,False,
2020-11-23 02:00:00+00:00,0.9101,0.9104,0.91003,0.91007,65.0,False,False,False,1,False,,False,False,
2020-11-23 03:00:00+00:00,0.9101,0.9102,0.91003,0.91016,51.0,False,False,False,1,False,,False,False,
2020-11-23 04:00:00+00:00,0.91019,0.91037,0.91019,0.91036,32.0,False,False,False,1,False,,False,False,
2020-11-23 05:00:00+00:00,0.91033,0.9104,0.90979,0.90982,34.0,False,False,False,1,False,,False,False,
2020-11-23 06:00:00+00:00,0.9098,0.91016,0.90964,0.9101,65.0,False,False,False,1,False,,False,False,
2020-11-23 07:00:00+00:00,0.91006,0.91068,0.9099,0.9104,330.0,False,False,False,1,False,,False,False,
2020-11-23 08:00:00+00:00,0.91037,0.91096,0.90979,0.91076,476.0,False,False,False,1,False,,False,False,
2020-11-23 09:00:00+00:00,0.91079,0.91091,0.90992,0.91069,478.0,False,False,False,1,False,,False,False,
2020-11-23 10:00:00+00:00,0.91066,0.91087,0.90875,0.90889,457.0,False,False,False,1,False,,False,False,
2020-11-23 11:00:00+00:00,0.90886,0.90918,0.90772,0.90772,541.0,False,False,False,1,False,,False,False,
2020-11-23 12:00:00+00:00,0.90776,0.90829,0.90771,0.90789,298.0,False,False,False,1,False,,False,False,
2020-11-23 13:00:00+00:00,0.90786,0.90852,0.90772,0.90776,425.0,False,False,False,1,False,,False,False,
2020-11-23 14:00:00+00:00,0.90772,0.91114,0.90766,0.91062,788.0,False,False,False,1,False,,False,False,
2020-11-23 15:00:00+00:00,0.91065,0.91418,0.91065,0.91376,1169.0,False,False,False,1,False,,False,False,
2020-11-23 16:00:00+00:00,0.91373,0.9148,0.91306,0.91306,793.0,False,False,False,1,False,,False,False,
2020-11-23 17:00:00+00:00,0.9131,0.91332,0.91193,0.91212,348.0,False,False,False,1,False,,False,False,
2020-11-23 18:00:00+00:00,0.91208,0.91244,0.91196,0.9123,216.0,False,False,False,1,False,,False,False,
2020-11-23 19:00:00+00:00,0.91232,0.91305,0.91206,0.91224,236.0,False,False,False,1,False,,False,False,
2020-11-23 20:00:00+00:00,0.91227,0.91282,0.91183,0.91274,189.0,False,False,False,1,False,,False,False,
2020-11-23 21:00:00+00:00,0.91271,0.91274,0.91234,0.9124,59.0,False,False,False,1,False,,False,False,
2020-11-23 22:00:00+00:00,0.91252,0.91313,0.91242,0.9125,55.0,False,False,False,1,False,,False,False,
2020-11-23 23:00:00+00:00,0.91244,0.91263,0.9121,0.91248,108.0,False,False,False,1,False,,False,False,
2020-11-24 00:00:00+00:00,0.91244,0.9129,0.91237,0.9126,138.0,False,False,False,1,False,,False,False,
2020-11-24 01:00:00+00:00,0.91256,0.91256,0.91189,0.91244,262.0,False,False,False,1,False,,False,False,
2020-11-24 02:00:00+00:00,0.91248,0.91286,0.91244,0.91268,116.0,False,False,False,1,False,,False,False,
2020-11-24 03:00:00+00:00,0.91264,0.91284,0.91242,0.91256,108.0,False,False,False,1,False,,False,False,
2020-11-24 04:00:00+00:00,0.9126,0.91264,0.91183,0.91193,84.0,False,False,False,1,False,,False,False,
2020-11-24 05:00:00+00:00,0.91197,0.91214,0.91165,0.91175,119.0,False,False,False,1,False,,False,False,
2020-11-24 06:00:00+00:00,0.91171,0.9119,0.91132,0.91176,137.0,False,False,False,1,False,,False,False,
2020-11-24 07:00:00+00:00,0.91173,0.91227,0.91138,0.91227,241.0,False,False,False,1,False,,False,False,
2020-11-24 08:00:00+00:00,0.91224,0.91224,0.9099,0.91024,739.0,False,False,False,1,False,,False,False,
2020-11-24 09:00:00+00:00,0.91028,0.91136,0.9098,0.91114,626.0,False,False,False,1,False,,False,False,
2020-11-24 10:00:00+00:00,0.91112,0.91317,0.91088,0.91262,692.0,False,False,False,1,False,,False,False,
2020-11-24 11:00:00+00:00,0.91258,0.91315,0.91202,0.91294,545.0,False,False,False,1,False,,False,False,
2020-11-24 12:00:00+00:00,0.91298,0.91364,0.91255,0.91314,492.0,False,False,False,1,False,,False,False,
2020-11-24 13:00:00+00:00,0.91312,0.91342,0.91188,0.9125,584.0,False,False,False,1,False,,False,False,
2020-11-24 14:00:00+00:00,0.91253,0.91337,0.91178,0.91196,901.0,False,False,False,1,False,,False,False,
2020-11-24 15:00:00+00:00,0.91192,0.91264,0.91113,0.9119,820.0,False,False,False,1,False,,False,False,
2020-11-24 16:00:00+00:00,0.91187,0.91238,0.91139,0.91212,455.0,False,False,False,1,False,,False,False,
2020-11-24 17:00:00+00:00,0.91216,0.91277,0.91214,0.91253,272.0,False,False,False,1,False,,False,False,
2020-11-24 18:00:00+00:00,0.9125,0.91281,0.91179,0.91193,219.0,False,False,False,1,False,,False,False,
